page,0,,2,Energy (Energy),Water,Protein,Fat,"Carbohydrate, Carbohydrate available,Carbohydrate by difference",Dietary Fibre,Ash,Calcium,Phosphorus,Magnesium,Sodium,Potassium,Iron,Copper,Zinc,Iodine,Betacarotene,Retinol,Total Vitamin A (RAE),Thiamin,Riboflavin,Niacin,Vitamin C,Vitamin E,Sugar,,29,30,31,32
food_page_68,08016,ไข่มดแดง,"Egg, red ant",76,83.6,8.51,2.96,3.95,0.0,1.01,6,92,25,52,201,2.93,0.31,1.97,15,52,8,13,0.06,0.44,0.80,7.7,-,-,,,,,
food_page_68,08017,ไข่มดแดงและตัวอ่อน,"Red ant, larva and egg",74,84.0,8.20,2.60,4.50,0.0,0.70,-,47,-,-,-,0.30,-,-,-,-,-,-,0.16,4.68,5.50,-,-,-,,,,,
food_page_68,08018,ไข่แมงมัน,"Subterranean ants, egg",129,79.5,8.10,10.10,1.40,0.0,0.90,13,81,-,-,-,5.30,-,-,-,54,18,23,0.04,1.06,1.70,-,-,-,,,,,
food_page_68,08019,เต้าหู้ไข่ไก่,"Egg, steamed, soft, packed in a pouch",36,91.4,4.77,1.81,0.19,0.0,1.87,12,-,-,383,-,0.46,-,-,-,-,-,-,tr,0.10,-,-,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_7,02001,"กลอย, ดิบ","Wild yam, raw",(143),63.1,2.50,0.10,(33.10),(0.9),1.20,22,32,-,-,-,1.80,-,-,-,-,-,-,0.09,tr,0.20,1,-,,,,,,
food_page_7,02002,"แก่นตะวัน, ดิบ","Sunchoke, raw",80,78.2,1.76,0.37,16.26,2.3,1.10,11,329,20,2,430,0.32,0.13,0.28,6,0,-,-,0.08,0.06,2.71,31,-,,,,,,
food_page_7,02003,"ผักกาดแดง/ผักกาดฝรั่ง, ดิบ","Beetroot, raw",45,86.7,1.78,0.18,7.91,2.5,0.98,6,37,17,21,448,0.39,tr,0.40,1,2,-,-,0.01,0.04,0.22,4,0.08,,,,,,
food_page_7,02004,"เผือก, ดิบ","Taro, raw",110,70.0,2.14,0.23,23.53,2.8,1.26,62,111,45,3,1202,0.49,0.34,0.81,4,3,-,-,0.10,0.03,0.95,2,-,,,,,,
food_page_7,02005,"ม้ันแกว, ดิบ","Yam bean, raw",35,90.5,0.90,0.10,6.80,1.4,0.30,9,16,-,-,-,0.50,-,-,2,-,-,-,0.03,0.01,3.00,9,-,,,,,,
food_page_7,02006,"มันขี้หนู, หัวเล็ก, ดิบ","Hausa potato, small, raw",(78),80.6,0.50,0.60,(17.70),(0.7),0.60,19,32,-,-,-,tr,-,-,6,7,-,1,0.04,0.01,1.80,4,-,,,,,,
food_page_7,02007,"มันขี้หนู, หัวใหญ่, ดิบ","Hausa potato, big, raw",81,78.6,1.10,0.50,17.10,1.8,0.90,36,27,-,-,-,tr,-,-,-,15,-,1,0.02,0.02,2.40,5,-,,,,,,
food_page_7,02008,"มันตีนแรด, ดิบ","Man-tinrad, raw",59,83.8,0.80,0.20,12.50,2.2,0.50,-,-,-,-,-,-,-,-,2,80,-,7,0.05,0.04,-,8,0.48,,,,,,
food_page_7,02009,"มันเทศ/มันต่อเผือก, ดิบ","Sweet potato, purple flesh, raw",127,66.2,1.37,0.24,28.63,2.6,0.96,9,44,24,1,419,0.49,0.24,0.13,-,17,-,1,0.07,0.04,1.63,19,-,,,,,,
food_page_7,02010,"มันเทศ, เนื้อสีส้ม, ดิบ","Sweet potato, orange flesh, raw",63,79.9,1.99,0.18,12.28,2.4,3.30,-,-,-,-,-,-,-,-,-,350,-,-,0.07,0.05,0.40,14,0.17,,,,,,
food_page_7,02011,"มันเทศ, เนื้อสีม่วงแดง, ดิบ","Sweet potato, purple-red flesh, raw",102,72.7,0.76,0.19,23.07,2.4,0.87,9,72,18,21,250,0.44,0.12,0.15,2,1,-,-,0.04,0.02,1.00,8,-,,,,,,
food_page_7,02012,"มันเทศ, เนื้อสีเหลือง, ดิบ","Sweetpotato, yellow flesh, raw",92,75.2,0.60,0.10,20.80,2.5,0.80,98,46,-,-,-,-,-,-,5,2600,-,217,0.09,0.02,0.50,34,-,,,,,,
food_page_7,02013,"มันฝรั่ง, ดิบ","Potato, raw",70,82.0,2.50,0.20,13.90,1.4,0.00,16,50,-,-,-,1.70,-,-,-,-,-,-,0.12,0.04,1.00,41,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_71,09001,"นม, พาสเจอร์ไรส์, รสธรรมชาติ","Milk, whole, pasteurised, plain",66,87.2,3.10,3.49,5.55,0.0,0.70,100,89,-,45,-,0.07,-,-,9,18,68,69.5,0.03,0.21,0.40,tr,0.22,10,,,,,
food_page_71,09002,"นม, พาสเจอร์ไรส์, รสหวาน","Milk, whole, pasteurised, sweetened",79,83.6,3.00,3.20,9.50,0.0,0.70,102,82,-,-,-,0.10,-,-,9,13,60,61,0.05,0.25,0.40,tr,0.16,9,,,,,
food_page_71,09003,"นม, ยูเอชที, รสธรรมชาติ","Milk, whole, UHT, plain",65,88.0,3.30,3.90,4.10,0.0,0.70,122,90,-,-,-,0.10,-,-,7,13,36,37,0.04,0.21,0.30,tr,0.16,11,,,,,
food_page_71,09004,"นม, ยูเอชที, รสหวาน","Milk, whole, UHT, sweetened",69,86.7,3.30,3.80,5.50,0.0,0.70,101,88,-,-,-,0.10,-,-,6,13,36,37,0.03,0.20,0.40,tr,0.14,10,,,,,
food_page_71,09005,"นม, สเตอริไลส์, รสธรรมชาติ","Milk, whole, sterilized, plain",56,89.5,3.30,3.40,3.00,0.0,0.80,114,92,-,-,-,0.30,-,-,7,5,36,36,0.04,0.21,0.40,tr,0.15,9,,,,,
food_page_71,09006,"นมข้นคืนรูป, ไม่หวาน, สูตรน้ำมันปาล์ม",Unsweetened recombined with palm oil condensed milk,114,78.0,6.80,6.50,7.00,0.0,1.70,244,211,-,-,-,0.30,-,-,11,42,7,14,0.05,0.50,-,tr,0.85,6,,,,,
food_page_71,09007,"นมข้นคืนรูป, ไม่หวาน, สูตรมันเนย",Unsweetened recombined with butter fat condensed milk,105,81.2,6.30,7.20,3.70,0.0,1.80,-,-,-,-,-,-,-,-,15,42,371,375,0.06,0.50,1.20,tr,0.34,19,,,,,
food_page_71,09008,"นมข้นคืนรูป, หวาน",Sweetened recombined with palm oil and butter fat,331,24.8,7.40,7.30,58.80,0.0,1.70,232,201,-,-,-,0.30,-,-,20,36,358,361,0.55,0.50,-,tr,0.90,9,,,,,
food_page_71,09009,"นมข้นคืนรูป, หวาน, สูตรน้ำมันปาล์ม",Sweetened recombined with palm oil condensed milk,324,25.4,7.00,6.40,59.60,0.0,1.60,226,195,-,-,-,0.20,-,-,32,39,293,296,0.47,0.50,-,tr,0.93,6,,,,,
food_page_71,09010,"นมข้นคืนรูป, หวาน, สูตรมันเนย",Sweetened recombined with butter fat condensed milk,337,24.3,7.70,8.20,58.00,0.0,1.80,-,191,-,-,-,0.30,-,-,20,23,396,398,0.49,0.46,0.70,tr,0.36,25,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_72,09011,นมคน,"Milk, human",64,87.7,1.24,3.13,7.74,0.0,0.19,27,12,3,17,51,tr,tr,0.22,-,-,44,44,0.01,0.04,0.33,0,0.17,9,,,,,
food_page_72,09012,"นมเปรี้ยวพร้อมดื่ม, ไขมันต่ำ, ยูเอชที, รสธรรมชาติ","Drinking yoghurt, low fat, UHT, plain",54,86.3,1.70,0.10,11.50,0.0,0.40,58,43,-,-,-,0.20,-,-,6,0,1,1,0.02,0.14,0.20,tr,0.00,1,,,,,
food_page_72,09013,"นมเปรี้ยวพร้อมดื่ม, ไขมันต่ำ, ยูเอชที, รสผลไม้รวม","Drinking yoghurt, low fat, UHT, fruits flavour",53,86.5,1.70,0.10,11.30,0.0,0.40,57,47,-,-,-,0.20,-,-,6,0,1,1,0.02,0.11,0.20,tr,0.00,1,,,,,
food_page_72,09014,"นมเปรี้ยวพร้อมดื่ม, พาสเจอร์ไรส์, รสธรรมชาติ","Drinking Yoghurt, pasteurised, plain",63,84.7,1.50,0.60,12.85,0.0,0.40,46,42,-,-,-,0.10,-,-,7,tr,20,20,0.02,0.10,0.30,tr,0.04,2,,,,,
food_page_72,09015,"นมเปรี้ยวพร้อมดื่ม, พาสเจอร์ไรส์, สูตรนมสด, รสผลไม้รวม","Drinking yoghurt, pasteurised, fruits flavour",72,83.6,1.50,1.60,13.00,0.0,0.30,60,40,-,-,-,0.20,-,-,12,tr,29,29,0.03,0.09,0.30,tr,0.04,4,,,,,
food_page_72,09016,"นมเปรี้ยวพร้อมดื่ม, พาสเจอร์ไรส์, สูตรไขมันต่ำ 35%, รสผลไม้รวม","Drinking yoghurt pasteurised, fruits flavour",67,84.2,1.60,0.90,13.00,0.0,0.30,-,-,-,-,-,-,-,-,5,tr,20,20,0.04,0.05,0.40,tr,0.30,3,,,,,
food_page_72,09017,"นมเปรี้ยวพร้อมดื่ม, พาสเจอร์ไรส์, สูตรไขมันต่ำ 76.5%, รสผลไม้รวม","Drinking yoghurt pasteurised, fruits flavour",71,83.6,1.80,1.30,13.00,0.0,0.30,-,-,-,-,-,-,-,-,8,tr,14,14,0.04,0.11,0.30,tr,0.00,3,,,,,
food_page_72,09018,"นมเปรี้ยวพร้อมดื่ม, ยูเอชที, สูตรนมสด 50%, รสผลไม้รวม","Drinking yoghurt, UHT, 50% milk, fruits flavour",70,83.6,1.30,1.20,13.60,0.0,0.30,34,34,-,-,-,0.40,-,-,9,5,16,16,0.01,0.07,0.10,tr,0.04,3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_73,09019,"นมเปรี้ยวพร้อมดื่ม, ยูเอชที, สูตรนมสด 85%, รสผลไม้รวม","Drinking yoghurt, UHT, 85% milk, fruits flavour",64,85.0,1.30,1.10,12.30,0.0,0.30,35,36,-,-,-,0.30,-,-,6,6,16,17,0.02,0.08,0.10,tr,0.04,4,,,,,
food_page_73,09020,"นมเปรี้ยวพร้อมดื่ม, ยูเอชที, สูตรนมสดผสมนมผง, รสผลไม้รวม","Drinking yoghurt, UHT, fruits flavour",62,85.2,1.70,1.00,11.60,0.0,0.50,50,73,-,-,-,0.20,-,-,7,5,16,16,0.02,0.09,0.30,1,0.03,3,,,,,
food_page_73,09021,นมผง,"Milk, powder, full cream",499,3.0,26.10,26.80,38.41,0.0,5.70,864,722,-,-,-,1.10,-,-,57,174,842,857,0.29,1.92,-,-,1.91,93,,,,,
food_page_73,09022,"นมผง, ขาดมันเนย","Milk, powder, non fat",358,3.3,38.10,0.50,50.33,0.0,7.80,1185,923,-,-,-,0.80,-,-,65,0,0,0,0.25,3.42,1.20,-,0.00,25,,,,,
food_page_73,09023,นมชนิดเม็ด,"Milk, pressed",477,2.0,13.20,20.40,60.10,0.0,4.30,481,454,-,-,-,-,-,-,-,77,143,149,0.21,1.07,0.80,4,-,-,,,,,
food_page_73,09024,"นมพร่องมันเนย, พาสเจอร์ไรส์, รสธรรมชาติ","Milk, low fat, pasteurised, plain",44,90.1,3.40,1.60,4.10,0.0,0.80,132,92,-,-,-,0.20,-,-,5,4,36,36,0.05,0.33,0.40,tr,0.06,6,,,,,
food_page_73,09025,"นมพร่องมันเนย, ยูเอชที, รสธรรมชาติ","Milk, low fat, UHT, plain",42,90.7,3.70,1.60,3.20,0.0,0.80,146,99,-,-,-,0.20,-,-,10,0,15,15,0.05,0.27,0.20,tr,0.06,5,,,,,
food_page_73,09026,"นมพร่องมันเนย, ยูเอชที, สูตรนมสด ผสมนมผงพร่องมันเนย (อัตราส่วน 22:78), รสธรรมชาติ","Milk, low fat, UHT, milk mixed with low fat milk powder, 22:78, plain",41,90.1,4.20,0.90,4.00,0.0,0.80,-,-,-,-,-,-,-,-,8,0,7,7,0.04,0.25,0.20,tr,0.02,4,,,,,
food_page_73,09027,"นมพร่องมันเนย, ยูเอชที, สูตรนมสด ผสมนมผงพร่องมันเนย (อัตราส่วน 46:6), รสธรรมชาติ","Milk, low fat, UHT, milk mixed with low fat milk powder, 46:6, plain",46,89.7,3.80,1.60,4.00,0.0,0.90,112,99,-,-,-,0.30,-,-,8,4,15,15,0.04,0.30,0.20,tr,0.06,5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_74,09028,"นมแพะ, ดิบ","Goat milk, raw",81,85.5,3.98,5.39,4.26,0.0,0.84,209,-,14,85,188,tr,tr,-,12,-,39,39,0.02,0.19,0.38,1,0.38,-,,,,,
food_page_74,09029,"นมแพะ, ต้ม","Goat milk, boiled",88,84.2,4.22,5.53,5.24,0.0,0.84,183,-,15,111,219,tr,tr,-,13,-,36,36,0.02,0.20,0.33,0,0.19,-,,,,,
food_page_74,09030,"นมแพะ, พลาสเจอร์ไรส์","Goat milk, pasteurised",54,89.6,2.93,2.92,3.93,0.0,0.60,162,-,11,86,223,tr,tr,-,23,-,32,32,0.02,0.16,0.21,0,0.10,-,,,,,
food_page_74,09031,"นมวัว, ดิบ","Cow milk, raw",53,89.7,3.16,2.95,3.44,0.0,0.70,107,-,10,52,162,-,tr,0.39,8,-,21,21,0.02,0.23,-,-,0.15,10,,,,,
food_page_74,09032,"เนย, ชนิดเค็ม","Butter, salted",764,11.4,0.40,83.20,3.50,0.0,1.50,17,12,-,-,-,0.20,-,-,13,251,739,760,0.02,0.02,1.20,-,3.26,163,,,,,
food_page_74,09033,"เนยแข็ง, เชดดาร์","Cheese, cheddar",340,38.2,18.10,22.70,15.70,0.0,5.30,526,556,-,-,-,0.50,-,-,19,235,210,230,0.04,0.60,4.10,-,0.82,64,,,,,
food_page_74,09034,"โยเกิร์ต, ไขมันต่ำ, รสผลไม้รวม","Yoghurt cream, low fat, fruits flavour",92,77.2,3.30,0.80,17.90,0.0,0.80,-,-,-,-,-,-,-,-,12,0,17,17,0.05,0.29,-,2,0.00,3,,,,,
food_page_74,09035,"โยเกิร์ต, รสธรรมชาติ","Yoghurt, cream, plain",107,77.4,3.80,4.00,13.90,0.0,0.90,129,113,-,-,-,0.20,-,-,20,13,82,83,0.05,0.39,0.30,tr,0.13,12,,,,,
food_page_74,09036,"โยเกิร์ต, สูตรนมสดผสม นมพร่องมันเนย","Yoghurt, cream, milk mixed with low fat milk",90,80.6,5.00,3.20,10.40,0.0,0.80,-,-,-,-,-,-,-,-,16,14,28,29,0.04,0.42,0.40,tr,0.09,11,,,,,
food_page_74,09037,"โยเกิร์ต, สูตรนมสดผสม นมพร่องมันเนย 73:4, รสผลไม้รวม","Yoghurt, cream, milk mixed with low fat milk, fruits flavour",122,71.1,3.80,2.00,22.30,0.0,0.80,-,-,-,-,-,-,-,-,27,12,39,40,0.04,0.33,0.40,1,0.09,8,,,,,
food_page_74,09038,"โยเกิร์ต, สูตรนมสดผสม นมพร่องมันเนย 73:3, รสผลไม้รวม","Yoghurt, cream, milkmixed with low fat milk, fruits flavour",126,71.8,3.50,3.20,20.70,0.0,0.80,106,90,-,-,-,0.30,-,-,27,20,73,75,0.04,0.30,0.30,1,0.11,10,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_77,10001,กระเทียม,"Garlic, dried bulb",108,67.4,6.96,0.31,14.60,9.4,1.33,21,126,24,14,632,1.09,0.12,1.30,-,2,-,0,0.19,0.08,4.00,4,0.15,,,,,,
food_page_77,10002,"กะปิ, คุณภาพดี","Shrimp paste, fermented (Ka-pi), first class quality",(142),40.6,27.30,2.40,(2.90),-,26.85,1554,630,-,-,-,-,-,-,-,-,-,-,tr,0.36,-,0,-,,,,,,
food_page_77,10003,"กะปิ, คุณภาพรอง","Shrimp paste, fermented (Ka-pi), second class quality",(99),27.4,15.70,1.20,(6.30),(0.2),-,1559,683,-,-,-,-,-,-,-,-,-,-,0.00,0.15,-,0,-,,,,,,
food_page_77,10004,ขมิ้นขาว,"Turmeric, white",(46),86.9,0.50,0.30,(10.20),(1.0),-,14,4,-,-,-,1.90,-,-,-,10,-,-,0.03,0.01,-,3,-,,,,,,
food_page_77,10005,ขมิ้นชัน,Turmeric/curcuma,(68),83.8,1.70,1.40,(12.10),(0.7),1.00,9,41,-,-,-,2.30,-,-,-,114,-,19,0.02,0.03,1.30,12,-,,,,,,
food_page_77,10006,ข่า,Galanga,(95),75.7,1.00,0.30,(22.10),(3.1),0.90,18,tr,-,-,-,2.20,-,-,-,36,-,6,0.02,0.02,1.00,1,-,,,,,,
food_page_77,10007,เครื่องแกงเผ็ด,Chilli paste,(121),56.2,4.20,2.50,(20.30),(6.5),16.80,97,121,-,-,-,17.10,-,-,-,648,-,54,0.02,0.62,10.20,22,-,,,,,,
food_page_77,10008,เครื่องแกงมัสมั่น,"Chilli paste, matsaman",(282),52.6,4.30,24.30,(11.50),(3.7),7.30,60,153,-,-,-,12.50,-,-,-,558,-,47,0.02,0.60,8.60,21,-,,,,,,
food_page_77,10009,ดอกจันทน์บาเทศ,Mace,(388),19.6,14.20,15.40,(48.10),(9.7),2.70,134,142,-,-,-,-,-,-,-,2286,-,190,0.05,0.50,0.60,-,-,,,,,,
food_page_77,10010,ตะไคร้,Lemon grass,(143),65.6,1.20,2.10,(29.70),(4.2),1.40,35,30,-,-,-,2.60,-,-,-,258,-,22,0.05,0.02,2.20,1,-,,,,,,
food_page_77,10011,"น้ำบูดู, เค็ม","Budu, fish sauce, salted",47,72.3,7.50,0.70,2.70,0.0,16.80,88,19,-,-,-,3.80,-,-,-,0,0,0,0.00,0.17,2.90,0,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_78,10012,"น้ำบูดู, หวาน","Budu, fish sauce, sweetened",203,37.4,4.90,0.20,45.50,0.0,12.00,36,12,-,-,-,2.20,-,-,-,0,0,0,-,-,6.60,0,-,,,,,,
food_page_78,10013,"ใบกระวาน, แห้ง","Bay leaves, dried",(372),9.8,9.50,6.30,(69.30),(29.6),5.10,16,23,-,-,-,12.60,-,-,-,0,-,0,0.12,0.45,2.40,0,-,,,,,,
food_page_78,10014,ผงกะหรี่,"Curry, powder",(299),8.1,7.10,7.00,(52.00),(6.3),25.80,7254,72,-,-,-,-,-,-,-,498,-,42,1.59,0.28,1.80,0,-,,,,,,
food_page_78,10015,"ผักชี, ราก","Coriander, roots",(57),84.0,1.70,0.20,(12.20),(6.0),1.90,26,3,-,-,-,1.20,-,-,-,102,-,9,0.03,0.04,2.10,30,-,,,,,,
food_page_78,10016,"ผักชี, ลูก","Coriander, seeds, dried",(325),13.1,13.60,0.60,(66.30),(29.7),6.40,512,495,-,-,-,-,-,-,-,102,-,9,0.24,0.36,3.50,0,-,,,,,,
food_page_78,10017,"พริกขี้หนู, แห้ง","Chilli pepper, dried",(347),20.8,15.80,9.10,(50.50),(22.7),3.80,32,360,-,-,-,15.80,-,-,-,25722,-,2143,0.16,0.74,11.20,0,-,,,,,,
food_page_78,10018,"พริกชี้ฟ้า, แห้ง","Pepper, hot, dried",(364),19.9,14.40,11.80,(50.00),(24.3),3.90,59,361,-,-,-,17.20,-,-,-,8214,-,684,0.15,0.75,7.20,-,-,,,,,,
food_page_78,10019,"พริกไทย, ขาว","Pepper, white",(380),11.6,11.30,6.60,(68.80),(3.8),1.70,53,164,-,-,-,3.20,-,-,-,102,-,9,0.07,0.07,0.20,-,-,,,,,,
food_page_78,10020,"พริกไทย, ดำ","Pepper, black",322,11.4,11.35,5.40,45.85,22.2,3.80,388,199,136,15,1212,3.40,1.01,0.68,5,900,-,75,0.13,0.51,1.23,0,1.96,,,,,,
food_page_78,10021,"พะโล้, ผง",,(371),11.3,1.90,8.30,(72.20),(23.9),6.30,497,572,-,-,-,-,-,-,-,180,-,15,0.90,0.14,8.70,-,-,,,,,,
food_page_78,10022,"มะกรูด, น้ำ","Leech lime, juice",(46),88.2,0.60,0.00,(10.80),0.0,-,20,20,-,-,-,0.60,-,-,-,-,-,-,0.02,0.03,-,58,-,,,,,,
food_page_78,10023,"มะกรูด, ใบ","Leech lime, leaves",(171),57.1,6.80,3.10,(29.00),(8.2),4.00,1672,20,-,-,-,3.80,-,-,-,1818,-,151,0.20,0.35,1.00,20,-,,,,,,
food_page_78,10024,"มะกรูด, ผิว","Leech lime, peels",(118),71.3,4.00,1.90,(21.10),(3.8),1.70,138,57,-,-,-,16.70,-,-,-,18,-,2,0.06,0.14,1.20,104,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_79,10025,มัสตาด,Mustard,(511),4.0,31.00,28.40,(32.80),(1.5),3.80,3,900,-,-,-,26.10,-,-,-,-,-,-,0.34,0.09,2.60,13,-,,,,,,
food_page_79,10026,"ยี่หร่า/เทียนขาว, เมล็ด","Cumin, seeds",(313),14.4,14.50,0.60,(62.40),(26.8),8.10,2,215,-,-,-,25.50,-,-,-,180,-,15,0.10,0.25,0.60,7,-,,,,,,
food_page_79,10027,"สะระแหน่, ใบ","Kitchen mint, leaves",(52),86.3,3.70,0.60,(8.00),(1.2),1.40,40,7,-,-,-,4.80,-,-,-,-,-,-,0.13,0.29,0.70,88,-,,,,,,
food_page_79,10028,หอมแดง,"Shallot, bulbs",(63),83.9,2.70,0.20,(12.60),(0.6),0.60,16,59,-,-,-,-,-,-,-,168,-,14,0.09,0.03,0.50,5,-,,,,,,
food_page_79,10029,"โหระพา, ใบ","Sweet basil, leaves",(54),85.5,3.30,1.00,(7.90),(2.5),2.30,336,tr,-,-,-,-,-,-,-,-,-,-,0.15,0.39,0.80,35,-,,,,,,
food_page_79,10030,อบเชย,Cinnamon,(329),15.1,3.30,1.00,(76.60),(15.4),4.00,17,46,-,-,-,-,-,-,-,156,-,13,0.02,1.69,-,0,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_8,02014,"มันมือเสือ, ดิบ","Spring yam, raw",119,68.3,1.74,0.35,25.84,2.8,0.97,-,46,30,3,-,-,0.16,0.42,-,-,-,-,0.05,-,-,11,-,,,,,,
food_page_8,02015,"มันสำปะหลัง, ดิบ","Cassava, raw",135,64.8,0.80,0.20,31.90,1.1,1.20,33,10,-,-,-,0.60,-,-,-,-,-,-,0.08,0.02,tr,60,-,,,,,,
food_page_8,02016,"มันสำปะหลัง, แป้ง",Cassava flour,351,12.1,0.30,0.10,87.20,0.0,0.30,84,35,-,-,-,0.90,-,-,-,0,-,0,0.06,0.02,0.10,0,-,,,,,,
food_page_8,02017,"มันอ้น/มันอ้อน, ดิบ","Man-aon, raw",68,82.1,0.90,0.30,14.80,1.4,0.50,-,-,-,-,-,-,-,-,-,14,-,1,0.05,0.03,-,5,0.23,,,,,,
food_page_8,02018,"สาคู/สาคูไทย, หัวสีขาว, ดิบ","Arrow roots, white, raw",(84),78.3,1.70,0.30,(18.60),(0.7),1.10,6,66,-,-,-,0.80,-,-,-,0,-,0,0.17,0.02,-,16,-,,,,,,
food_page_8,02019,"สาคู/สาคูจีน, หัวสีแดง, ดิบ","Arrow roots, red, raw",(96),74.7,1.50,0.30,(22.30),(0.6),1.20,14,64,-,-,-,0.80,-,-,-,tr,-,0,0.10,0.03,0.30,4,-,,,,,,
food_page_8,02020,"สาคู เม็ดเล็ก, ดิบ","Sago palm, grain, raw",348,12.7,0.20,0.10,86.60,tr,0.40,130,12,-,-,-,1.40,-,-,-,0,-,0,0.05,0.00,0.10,0,-,,,,,,
food_page_8,02021,"หัวผักกาด, หัวไชเท้า, ดิบ","Radish, raw",(22),93.7,0.80,0.00,(4.80),(0.7),0.70,43,20,-,-,-,tr,-,-,4,0,-,0,0.01,0.02,0.50,26,-,,,,,,
food_page_8,02022,"หัวผักกาดแห้ง, เค็ม","Radish, salted",(47),69.8,1.80,0.10,(9.80),(2.5),18.50,118,24,-,-,-,-,-,-,-,0,-,0,0.03,0.00,0.50,0,-,,,,,,
food_page_8,02023,"หัวผักกาดแห้ง, หวาน","Radish, sweetened",(131),58.1,0.90,0.30,(31.10),(2.2),9.60,81,14,-,-,-,tr,-,-,-,0,-,0,0.03,0.00,0.10,0,-,,,,,,
